class,comments
0,nigga didnt even pinch the bitchhe a cowered thodeserved that ass whooping
0,a frank yesterday a frank today a frank tomorrow i have been and always will be one big frank
0,tstev you really ought to get a life you accused me of being another commenter pretending to be a supporter of that commenters stance in another article long ago you post more than anyone i have ever seen and your posts are always vicious petty and pointless and quick to whip out ad hominem attacks you post so often that i wonder how do you pray tell make a living are you one of the 1 do you live in your parents basement im sure youll accuse me of being yet another abigail or something idiotic along those lines by all means deflect away from legitimate discussion thats the height of maturity
0,what muslims are currently being line up for hate
0,i feel bad for the woman what would have made this story better is if the man attempted to rape her and she pulled a mm and gave that guy a dirt nap but who needs guns guns are barbaric and rapes murders and home invasions only happen in the movies and on tvnninstead this guy is gonna be in jail and all the liberals will think he is gonna be rehabilitated and he will become a contributing member of society on releasexcxa0nnsuch a waste of tax dollars
1,bitchbe quiet somebody needs to kick your ass for talkin that stupid shithoe
1,you are a complete moron
0,android is everything steve jobs envisioned ios to be thats why he hated it so much lmfao that was apples most pathetic update yet that shit should not os
0,thats okif i get in trouble there will be millions worse offill loot with the best of em
0,the boys at epic mealtime must be proud
0,i like season ok it wasnt as good as the later half of season first half of season but it wasnt terrible or even merely bad 
0,sholawhat planet do you live on you need to get down to specsavers blind or stupid
0,illegal cuban zombies castros revenge for sega genesis onlyfrom akklaim
0,i believe in the mantra no risk no fun however nnon balance i would have to fall in line with the do not do it camp on this one having said all that there is an old snap of self on a dirt bike laying around somewhere with my young daughter clinging to me on pillion seat having fun but neither of us wearing crash hatsnni guess we all have rash moments 
1,you piece of scum according to the sa constitution this lady was a black person hope your mother is the mother of all old cows idiot
0,arsene wenger is a great manager of that there is no doubt and i for the life of me couldnt understand that substitutionhowever he is the manager not me and he may have had a sensible reason for doing it we dont know
0,i feel like shotime looked inside my dreams and just picked a bunch of random shit out of it to make a show sheen caplan sex period pieces retro science and sex
0,shearnut that you may be correct i do not like people who want to destroy america  
0,what an honor to be able to see you so up close and personal i will be counting the sleeps if i had a tail i would wag it  
0,truthincaps for you to understandxa0 just a second doctor a patient for you in gaza
0,any chance they served deep fried anything on a stick at this event
0,lots of fouls  lots of free throws made  comin up 
0,i will fuck the shit outta of judge judy have her hollering order order order
0,xcxa0if you take out the fags and booze and such like leaving sayxcxa0 xcxa10 per week say and then recognise that they are feeding people then that doesnt seem too extreme xcxa or so per day per person nnive no sympathy though because they should be spending their money more wisely given their circumstances
0,fuck toygers i want a mutini
0,first offyou do not need to be married to make end of life decision or purchase health insurance together so basically you just want to file a joint tax returnnnlook read any of my posts i am for equal rights for all citizens but it pisses me off when you have to make up phony benefits just to explain to some simpleton religious nut why you should also have the right to be marriednnmarriage is an institituion of the churchso why gays who are so hated by the churchwould want to get married is beyond me but it should be their right a human being is a human beingperiod 
