id,class,comments
3008,0,i think the sausage might make all the difference the white peppered gravy sounds fine its just the idea of pouring it on what appears to be an unsweetened scone and calling it a meal seems strangennso you dont have kippers that seems strange i thought that every homestead had a smokehouse and there are herring in the seasnnanyway i like your scots irish theme there might even be an ulster scot right here on myt
3009,0,he shaves his legs in front of his daughters
3010,0,on the 30th of may ojukwu the eastern regions military governor announced biafra citing the easterners killed in the post-coup violence
3011,1,a man has no shame
3012,1, ediong the so-called biafra war is nothing but a product of crass selfishness and pure hypocrisy  highest level of stupidity of all
3013,1, yemiwastephen dammydr3zy marrgarritah bia nwanne u well so 
3014,1,all our savior nnamdi kanu wants us to bring is a cow and 3 goats each so we can sta biafra   please igbo people only
3015,1,he is an i ambecile
3016,1,your boyfriend is very stupid
3017,1,your boyfriend would leave you this week in jesus name
3018,1,sandra shut up and think about your life
3019,1,lagos is everyones land abi   igbo people are stupid
3020,1,70% of igbo people are useless without a market
3021,0,lol god damn you yes
3022,0,haters are just fans in denial
3023,0,i like the way the government poured pig fat on the injured iranian that didnt quite blow hi amself to he ll 
3024,0,you dont know much about the 0s housing policy do you
3025,0,too funny seeing the cop run up all tough then jump back like wtf 
3026,0,dick cheney lied about atta   now this is news   actually most of this was confirmed a long ti ame ago and nearly everyone who read any of the books on cheney knew  the only thing that is confirmed is that he intentionally lied and there is a paper trail that shows he intentionally lied  and this is why he should have been put under oath when they did the 11 investigation  then we could get this bastard for perjury  maybe this will keep hi am and his ignorant daughter off the television machine for a while but i seriously doubt it  these people have no fucking pride whatsoever   hell probably be campaigning with romney next week somewhere 
3027,0,actually clearly not maized because you cant i ampersonate pointsn nscoopedn nyes i did jwoude that is the prick behind this he had better come up with a better name for me than some fucktard dds that is pussy and not at all on the level of assfuckery i expect to come out of our bet
3028,0,you r getting too old before you hit the post botton see how many posts there already open them up then post yours
3029,1,burrheaded purple lipped kenyan  are you a human or a right wing asshole  go back under your bridge
3030,1,guess what no one gives a fuck about you get off snsd articles
3031,0,great post dan what an amazing story you did the right thing i know i have an experience just cant think off the top of my head  i think what you did was pure kindness some people may not have stopped and even talked to her i am sure where ever she is i know she is telling the same story about how an amazing guy called and helped her she may be wondering how you are i guess the best part of life is not getting credit but just doing good deeds and just moving on very awesome dan
3032,0,i know more intelligent fans of the ti amberwolves than intelligent fans of the heat those people are clueless for the most part
3033,1,lizzaronna nnot only does your ignorance shine through per your ignorant comments but you cant spell or form a sentence pathetic loser 
3034,1,you are a lying son of a bitch  lets see you post some facts supporting your assertion
3035,0,dude dont wanna hear your pillow talk about double pent
3036,0,thats why the more nonwhites we let in our country the more votingpoliticsbest interests of our country get biasedput aside no matter what nonwhites and whites like us will always utilize group think us vs themus or them no matter what we are screwed people dont think about these problems when discussing demographic change its not black and white no pun intended like most people perceive it to be most people think it will go one of two ways good or very bad there is vast amounts of grey area very complex cause and effect deals
3037,0,if this is true itu01s hard to i amagine that such a cavalier attitude towards a question like this one wouldnu01t have infuriated liberals and democrats if it had been exhibited by george w bushnni dont know this liberal would have been thrilled if bush had followed through on his dead or alive promise regarding bin laden
3038,0,off of baseball for the momentyou guys should sit back and watchthe hanoi hilton todayno movie capture the perseverance and dedication of men who have served this country
3039,0,holy shit those are creepy
3040,0,screw you not all inspirits are like that destroy us please you wish inspirits are powerfulstop underesti amating infinites popularity
3041,0,interleague play is retarded
3042,0,they have a right to be gay since they choose to be they dont have a right to trample our countries heritage to match they perver ted lifestylen
3043,1,you shut your whore mouth you shut it right now youre giving hi am ideas goddammit 
3044,1,back off haterz njust leave them alone cuz its none of your bussiness bitches nnjust ignore them olsen ;0 
